ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-11-06,1554.1694059810072,251.73050150891322,5814.1013022394,1554.1694059810072,1554.1694059810072,1548.9456446150382,1548.9456446150382,1548.9456446150382,419.7208184657201,419.7208184657201,419.7208184657201,1129.224826149318,1129.224826149318,1129.224826149318,0.0,0.0,0.0,3103.1150505960454
2015-11-07,1554.633819490959,202.25079176105604,5563.801534806023,1554.633819490959,1554.633819490959,1213.2148132774314,1213.2148132774314,1213.2148132774314,21.485158003547724,21.485158003547724,21.485158003547724,1191.7296552738833,1191.7296552738833,1191.7296552738833,0.0,0.0,0.0,2767.8486327683904
2015-11-08,1555.0982330009108,241.91399380152842,5635.35378377206,1555.0982330009108,1555.0982330009108,1450.5193229196564,1450.5193229196564,1450.5193229196564,203.64879672895756,203.64879672895756,203.64879672895756,1246.870526190699,1246.870526190699,1246.870526190699,0.0,0.0,0.0,3005.617555920567
2015-11-09,1555.5626465108628,537.1318595497519,5904.243718246226,1555.5626465108628,1555.5626465108628,1705.8486483800998,1705.8486483800998,1705.8486483800998,411.6104265006171,411.6104265006171,411.6104265006171,1294.2382218794828,1294.2382218794828,1294.2382218794828,0.0,0.0,0.0,3261.4112948909624
2015-11-10,1556.0270600208146,302.3857315452218,5498.399629175426,1556.0270600208146,1556.0270600208146,1161.5219980154275,1161.5219980154275,1161.5219980154275,-172.03488485282668,-172.03488485282668,-172.03488485282668,1333.5568828682542,1333.5568828682542,1333.5568828682542,0.0,0.0,0.0,2717.549058036242
2015-11-11,1556.4914735307664,-757.1734881066693,4648.080599035071,1556.4914735307664,1556.4914735307664,324.2224926763245,324.2224926763245,324.2224926763245,-1040.4661540526117,-1040.4661540526117,-1040.4661540526117,1364.6886467289364,1364.6886467289364,1364.6886467289364,0.0,0.0,0.0,1880.7139662070908
2015-11-12,1556.9558870407182,469.60487126585605,5671.351670823998,1556.9558870407182,1556.9558870407182,1543.6716164828672,1543.6716164828672,1543.6716164828672,156.0358392099712,156.0358392099712,156.0358392099712,1387.635777272896,1387.635777272896,1387.635777272896,0.0,0.0,0.0,3100.6275035235853
2015-11-13,1557.4203005506702,497.235655848989,6060.323024903478,1557.4203005506702,1557.4203005506702,1822.260976900075,1822.260976900075,1822.260976900075,419.7208184648097,419.7208184648097,419.7208184648097,1402.5401584352658,1402.5401584352658,1402.5401584352658,0.0,0.0,0.0,3379.6812774507453
2015-11-14,1557.884714060622,111.3492369670838,5630.085845103028,1557.884714060622,1557.884714060622,1431.1652360850455,1431.1652360850455,1431.1652360850455,21.485158002994584,21.485158002994584,21.485158002994584,1409.680078082051,1409.680078082051,1409.680078082051,0.0,0.0,0.0,2989.0499501456675
2015-11-15,1558.3491275705737,460.96674345324294,5788.8544587299875,1558.3491275705737,1558.3491275705737,1613.1130784395148,1613.1130784395148,1613.1130784395148,203.64879672854352,203.64879672854352,203.64879672854352,1409.4642817109711,1409.4642817109711,1409.4642817109711,0.0,0.0,0.0,3171.4622060100883
2015-11-16,1558.8135410805255,602.1391687803347,6091.222798983478,1558.8135410805255,1558.8135410805255,1814.033760649338,1814.033760649338,1814.033760649338,411.6104265015545,411.6104265015545,411.6104265015545,1402.4233341477834,1402.4233341477834,1402.4233341477834,0.0,0.0,0.0,3372.847301729864
2015-11-17,1559.2779545904773,-135.54998609553357,5621.134918207595,1559.2779545904773,1559.2779545904773,1217.1635027304458,1217.1635027304458,1217.1635027304458,-172.03488485313912,-172.03488485313912,-172.03488485313912,1389.198387583585,1389.198387583585,1389.198387583585,0.0,0.0,0.0,2776.4414573209233
2015-11-19,1560.206781610381,409.73899370211115,6048.82647752076,1560.206781610381,1560.206781610381,1503.2656694300767,1503.2656694300767,1503.2656694300767,156.03583921063995,156.03583921063995,156.03583921063995,1347.2298302194367,1347.2298302194367,1347.2298302194367,0.0,0.0,0.0,3063.4724510404576
2015-11-20,1560.8476198385067,618.5919462582211,6156.517758076418,1560.8476198385067,1560.8476198385067,1739.908485010489,1739.908485010489,1739.908485010489,419.72081846485963,419.72081846485963,419.72081846485963,1320.1876665456296,1320.1876665456296,1320.1876665456296,0.0,0.0,0.0,3300.7561048489956
2015-11-21,1561.4884580666326,275.5241149927131,5824.20470699568,1561.4884580666326,1561.4884580666326,1311.8123120276562,1311.8123120276562,1311.8123120276562,21.48515800439364,21.48515800439364,21.48515800439364,1290.3271540232624,1290.3271540232624,1290.3271540232624,0.0,0.0,0.0,2873.300770094289
2015-11-22,1562.1292962947584,323.5313678726547,5943.001146276459,1562.1292962947584,1562.1292962947584,1462.2463627676377,1462.2463627676377,1462.2463627676377,203.64879672801732,203.64879672801732,203.64879672801732,1258.59756603962,1258.59756603962,1258.59756603962,0.0,0.0,0.0,3024.375659062396
2015-11-23,1562.7701345228843,289.0330362215842,5919.325443644043,1562.7701345228843,1562.7701345228843,1637.5602881158213,1637.5602881158213,1637.5602881158213,411.6104265020543,411.6104265020543,411.6104265020543,1225.949861613767,1225.949861613767,1225.949861613767,0.0,0.0,0.0,3200.3304226387054
2015-11-24,1563.4109727510101,-53.87079410072743,5183.275271934362,1563.4109727510101,1563.4109727510101,1021.2799909068659,1021.2799909068659,1021.2799909068659,-172.0348848543021,-172.0348848543021,-172.0348848543021,1193.3148757611684,1193.3148757611684,1193.3148757611684,0.0,0.0,0.0,2584.690963657876
2015-11-25,1564.051810979136,-1153.7964753905007,4434.167628994976,1564.051810979136,1564.051810979136,121.1154818859524,121.1154818859524,121.1154818859524,-1040.466154052156,-1040.466154052156,-1040.466154052156,1161.5816359381088,1161.5816359381088,1161.5816359381088,0.0,0.0,0.0,1685.1672928650885
2015-11-26,1564.6926492072619,83.03479386488475,5791.944081204155,1564.6926492072619,1564.6926492072619,1287.612134575992,1287.612134575992,1287.612134575992,156.035839206897,156.035839206897,156.035839206897,1131.5762953690955,1131.5762953690955,1131.5762953690955,0.0,0.0,0.0,2852.3047837832537
2015-11-27,1565.3334874353875,445.5858696053743,5922.418121311843,1565.3334874353875,1565.3334874353875,1523.7629942640533,1523.7629942640533,1523.7629942640533,419.72081846441347,419.72081846441347,419.72081846441347,1104.0421757996396,1104.0421757996396,1104.0421757996396,0.0,0.0,0.0,3089.096481699441
2015-11-28,1565.9743256635134,-370.862223301969,5290.1235296524255,1565.9743256635134,1565.9743256635134,1101.1065601358903,1101.1065601358903,1101.1065601358903,21.485158002690728,21.485158002690728,21.485158002690728,1079.6214021331996,1079.6214021331996,1079.6214021331996,0.0,0.0,0.0,2667.0808857994034
2015-11-29,1566.6151638916392,-75.37774059821564,5495.317422861103,1566.6151638916392,1566.6151638916392,1262.4873860149085,1262.4873860149085,1262.4873860149085,203.64879672871464,203.64879672871464,203.64879672871464,1058.838589286194,1058.838589286194,1058.838589286194,0.0,0.0,0.0,2829.1025499065477
2015-11-30,1567.256002119765,-124.79049483308064,5626.716415830502,1567.256002119765,1567.256002119765,1453.69743402999,1453.69743402999,1453.69743402999,411.61042650084846,411.61042650084846,411.61042650084846,1042.0870075291418,1042.0870075291418,1042.0870075291418,0.0,0.0,0.0,3020.9534361497554
2015-12-01,1567.8968403478907,-164.90968351070393,5214.107990065261,1567.8968403478907,1567.8968403478907,857.5827221202331,857.5827221202331,857.5827221202331,-172.0348848550398,-172.0348848550398,-172.0348848550398,1029.617606975273,1029.617606975273,1029.617606975273,0.0,0.0,0.0,2425.4795624681237
2015-12-03,1569.1785168041424,-36.81869513400202,5509.012194147825,1569.1785168041424,1569.1785168041424,1173.8100770962988,1173.8100770962988,1173.8100770962988,156.03583920756577,156.03583920756577,156.03583920756577,1017.7742378887332,1017.7742378887332,1017.7742378887332,0.0,0.0,0.0,2742.988593900441
2015-12-04,1569.8193550322683,137.20030723125163,5683.666577601681,1569.8193550322683,1569.8193550322683,1437.8586488909289,1437.8586488909289,1437.8586488909289,419.720818463503,419.720818463503,419.720818463503,1018.1378304274259,1018.1378304274259,1018.1378304274259,0.0,0.0,0.0,3007.678003923197
2015-12-05,1570.4601932603941,-80.99200965200959,5258.704891131629,1570.4601932603941,1570.4601932603941,1043.7461595972588,1043.7461595972588,1043.7461595972588,21.48515800328736,21.48515800328736,21.48515800328736,1022.2610015939714,1022.2610015939714,1022.2610015939714,0.0,0.0,0.0,2614.2063528576527
2015-12-06,1571.10103148852,18.550305041452077,5457.565805182768,1571.10103148852,1571.10103148852,1233.286102364779,1233.286102364779,1233.286102364779,203.6487967292998,203.6487967292998,203.6487967292998,1029.6373056354796,1029.6373056354796,1029.6373056354796,0.0,0.0,0.0,2804.387133853299
2015-12-07,1571.7418697166456,335.3254225232662,5594.726413088341,1571.7418697166456,1571.7418697166456,1451.2356907651535,1451.2356907651535,1451.2356907651535,411.61042650178587,411.61042650178587,411.61042650178587,1039.6252642633679,1039.6252642633679,1039.6252642633679,0.0,0.0,0.0,3022.977560481799
2015-12-08,1572.3827079447715,-443.65702650060217,5126.501759100808,1572.3827079447715,1572.3827079447715,879.4273976032732,879.4273976032732,879.4273976032732,-172.0348848539047,-172.0348848539047,-172.0348848539047,1051.462282457178,1051.462282457178,1051.462282457178,0.0,0.0,0.0,2451.8101055480447
2015-12-09,1573.0235461728973,-1065.2986966279263,4431.411070412365,1573.0235461728973,1573.0235461728973,23.815661166078325,23.815661166078325,23.815661166078325,-1040.4661540522734,-1040.4661540522734,-1040.4661540522734,1064.281815218352,1064.281815218352,1064.281815218352,0.0,0.0,0.0,1596.8392073389757
2015-12-10,1573.664384401023,61.51830084986268,5640.703910208872,1573.664384401023,1573.664384401023,1233.1692862489567,1233.1692862489567,1233.1692862489567,156.03583920823456,156.03583920823456,156.03583920823456,1077.1334470407219,1077.1334470407219,1077.1334470407219,0.0,0.0,0.0,2806.8336706499795
2015-12-11,1574.3052226291488,273.4857114873846,5918.044488126937,1574.3052226291488,1574.3052226291488,1508.7262851981195,1508.7262851981195,1508.7262851981195,419.72081846451357,419.72081846451357,419.72081846451357,1089.005466733606,1089.005466733606,1089.005466733606,0.0,0.0,0.0,3083.0315078272683
2015-12-12,1574.9460608572747,-196.69827359782417,5638.918869833704,1574.9460608572747,1574.9460608572747,1120.334607278282,1120.334607278282,1120.334607278282,21.485158002734206,21.485158002734206,21.485158002734206,1098.8494492755478,1098.8494492755478,1098.8494492755478,0.0,0.0,0.0,2695.280668135557
2015-12-13,1575.5868990854005,99.62067632794736,5662.764518974115,1575.5868990854005,1575.5868990854005,1309.2550923372653,1309.2550923372653,1309.2550923372653,203.6487967276623,203.6487967276623,203.6487967276623,1105.6062956096027,1105.6062956096027,1105.6062956096027,0.0,0.0,0.0,2884.841991422666
2015-12-14,1576.2277373135264,488.6835659383142,5874.820295195357,1576.2277373135264,1576.2277373135264,1519.843559034618,1519.843559034618,1519.843559034618,411.6104265014327,411.6104265014327,411.6104265014327,1108.2331325331854,1108.2331325331854,1108.2331325331854,0.0,0.0,0.0,3096.0712963481446
2015-12-15,1576.8685755416523,-311.8833417568408,5437.082851216237,1576.8685755416523,1576.8685755416523,933.695554787291,933.695554787291,933.695554787291,-172.03488485506765,-172.03488485506765,-172.03488485506765,1105.7304396423588,1105.7304396423588,1105.7304396423588,0.0,0.0,0.0,2510.564130328943
2015-12-16,1577.5094137697781,-1218.3249996382365,4215.600952971043,1577.5094137697781,1577.5094137697781,56.7025958615374,56.7025958615374,56.7025958615374,-1040.4661540521324,-1040.4661540521324,-1040.4661540521324,1097.1687499136697,1097.1687499136697,1097.1687499136697,0.0,0.0,0.0,1634.2120096313156
2015-12-17,1578.150251997904,12.019312786400821,5457.495405247365,1578.150251997904,1578.150251997904,1237.7501050488568,1237.7501050488568,1237.7501050488568,156.03583920890338,156.03583920890338,156.03583920890338,1081.7142658399532,1081.7142658399532,1081.7142658399532,0.0,0.0,0.0,2815.9003570467607
2015-12-18,1578.7910902260296,312.65197698671705,5860.5362517819585,1578.7910902260296,1578.7910902260296,1478.3735630556764,1478.3735630556764,1478.3735630556764,419.72081846406735,419.72081846406735,419.72081846406735,1058.652744591609,1058.652744591609,1058.652744591609,0.0,0.0,0.0,3057.164653281706
2015-12-19,1579.4319284541555,-197.85323455574024,5638.015673985999,1579.4319284541555,1579.4319284541555,1048.8961915695497,1048.8961915695497,1048.8961915695497,21.485158004133325,21.485158004133325,21.485158004133325,1027.4110335654163,1027.4110335654163,1027.4110335654163,0.0,0.0,0.0,2628.328120023705
2015-12-20,1580.0727666822813,184.7850424542187,5522.970468244864,1580.0727666822813,1580.0727666822813,1191.2244783130686,1191.2244783130686,1191.2244783130686,203.6487967283595,203.6487967283595,203.6487967283595,987.5756815847092,987.5756815847092,987.5756815847092,0.0,0.0,0.0,2771.29724499535
2015-12-21,1580.713604910407,181.62933129720327,5657.246399953555,1580.713604910407,1580.713604910407,1350.5185367108159,1350.5185367108159,1350.5185367108159,411.61042650107976,411.61042650107976,411.61042650107976,938.9081102097364,938.9081102097364,938.9081102097364,0.0,0.0,0.0,2931.2321416212226
2015-12-22,1581.3544431385328,-680.9382429950593,4851.082706783556,1581.3544431385328,1581.3544431385328,709.3210180862728,709.3210180862728,709.3210180862728,-172.0348848553802,-172.0348848553802,-172.0348848553802,881.355902941653,881.355902941653,881.355902941653,0.0,0.0,0.0,2290.6754612248055
2015-12-23,1581.9952813666587,-1230.0245726384308,4065.5233193455247,1581.9952813666587,1581.9952813666587,-225.4062980140807,-225.4062980140807,-225.4062980140807,-1040.4661540529644,-1040.4661540529644,-1040.4661540529644,815.0598560388837,815.0598560388837,815.0598560388837,0.0,0.0,0.0,1356.588983352578
2015-12-24,1582.6361195947845,-22.308188217416415,5371.962970385969,1582.6361195947845,1582.6361195947845,896.3923705043653,896.3923705043653,896.3923705043653,156.0358392079473,156.0358392079473,156.0358392079473,740.356531296418,740.356531296418,740.356531296418,0.0,0.0,0.0,2479.02849009915
2015-12-25,1583.2769578229104,-39.77516055593201,5490.000523268126,1583.2769578229104,1583.2769578229104,1077.496974739865,1077.496974739865,1077.496974739865,419.7208184641174,419.7208184641174,419.7208184641174,657.7761562757476,657.7761562757476,657.7761562757476,0.0,0.0,0.0,2660.7739325627754
2015-12-26,1583.9177960510362,-526.8860443686162,4847.782459425856,1583.9177960510362,1583.9177960510362,589.5209866088758,589.5209866088758,589.5209866088758,21.485158004729993,21.485158004729993,21.485158004729993,568.035828604146,568.035828604146,568.035828604146,0.0,0.0,0.0,2173.4387826599122
2015-12-27,1584.558634279162,-664.2299487419966,4860.017431816256,1584.558634279162,1584.558634279162,675.6768921647371,675.6768921647371,675.6768921647371,203.64879672794547,203.64879672794547,203.64879672794547,472.02809543679166,472.02809543679166,472.02809543679166,0.0,0.0,0.0,2260.2355264438993
2015-12-28,1585.199472507288,-344.57039210698844,5099.654810714789,1585.199472507288,1585.199472507288,782.4155206356924,782.4155206356924,782.4155206356924,411.6104265007265,411.6104265007265,411.6104265007265,370.8050941349658,370.8050941349658,370.8050941349658,0.0,0.0,0.0,2367.6149931429804
2015-12-29,1585.8403107354138,-1229.1843995612371,4302.5524300680845,1585.8403107354138,1585.8403107354138,93.52366792417686,93.52366792417686,93.52366792417686,-172.03488485424518,-172.03488485424518,-172.03488485424518,265.55855277842204,265.55855277842204,265.55855277842204,0.0,0.0,0.0,1679.3639786595907
2015-12-30,1586.4811489635397,-1893.8094002295247,3268.8534096816534,1586.4811489635397,1586.4811489635397,-882.8700976505976,-882.8700976505976,-882.8700976505976,-1040.466154052823,-1040.466154052823,-1040.466154052823,157.59605640222537,157.59605640222537,157.59605640222537,0.0,0.0,0.0,703.6110513129421
2015-12-31,1587.2778016041605,-1037.2139394975013,4644.641473692877,1587.2778016041605,1587.2778016041605,204.3499232250665,204.3499232250665,204.3499232250665,156.03583920861612,156.03583920861612,156.03583920861612,48.31408401645038,48.31408401645038,48.31408401645038,0.0,0.0,0.0,1791.627724829227
2016-01-02,1588.8711068854018,-1168.8844014135066,4022.3183735285893,1588.8711068854018,1588.8711068854018,-146.87230426910818,-146.87230426910818,-146.87230426910818,21.485158003027045,21.485158003027045,21.485158003027045,-168.35746227213522,-168.35746227213522,-168.35746227213522,0.0,0.0,0.0,1441.9988026162937
2016-01-03,1589.6677595260226,-1247.4763726005785,4421.1302345038,1589.6677595260226,1589.6677595260226,-69.1363067665057,-69.1363067665057,-69.1363067665057,203.64879672853064,203.64879672853064,203.64879672853064,-272.78510349503637,-272.78510349503637,-272.78510349503637,0.0,0.0,0.0,1520.531452759517
2016-01-04,1590.4644121666431,-1174.7310233407877,4159.710276996496,1590.4644121666431,1590.4644121666431,38.93599557003478,38.93599557003478,38.93599557003478,411.610426501664,411.610426501664,411.610426501664,-372.6744309316292,-372.6744309316292,-372.6744309316292,0.0,0.0,0.0,1629.4004077366778
2016-01-05,1591.2610648072637,-1682.9503467236245,3710.541417385085,1591.2610648072637,1591.2610648072637,-638.6915353335266,-638.6915353335266,-638.6915353335266,-172.0348848549828,-172.0348848549828,-172.0348848549828,-466.65665047854384,-466.65665047854384,-466.65665047854384,0.0,0.0,0.0,952.569529473737
2016-01-07,1592.8543700885052,-1654.633764682619,3792.737852044363,1592.8543700885052,1592.8543700885052,-475.9341588440298,-475.9341588440298,-475.9341588440298,156.03583920986597,156.03583920986597,156.03583920986597,-631.9699980538958,-631.9699980538958,-631.9699980538958,0.0,0.0,0.0,1116.9202112444755
2016-01-08,1593.651022729126,-1288.4414628410768,4163.104836444123,1593.651022729126,1593.651022729126,-281.47515623634075,-281.47515623634075,-281.47515623634075,419.7208184642174,419.7208184642174,419.7208184642174,-701.1959747005583,-701.1959747005583,-701.1959747005583,0.0,0.0,0.0,1312.1758664927852
2016-01-09,1594.4476753697468,-1966.751877320012,3550.7759824003183,1594.4476753697468,1594.4476753697468,-738.8704828246782,-738.8704828246782,-738.8704828246782,21.485158002929005,21.485158002929005,21.485158002929005,-760.3556408276071,-760.3556408276071,-760.3556408276071,0.0,0.0,0.0,855.5771925450686
2016-01-10,1595.2443280103676,-1805.180972279441,3654.372043978026,1595.2443280103676,1595.2443280103676,-605.2158201027621,-605.2158201027621,-605.2158201027621,203.6487967281166,203.6487967281166,203.6487967281166,-808.8646168308788,-808.8646168308788,-808.8646168308788,0.0,0.0,0.0,990.0285079076054
2016-01-11,1596.0409806509883,-1256.1800478047703,3910.421071869859,1596.0409806509883,1596.0409806509883,-434.7474295389075,-434.7474295389075,-434.7474295389075,411.61042650131094,411.61042650131094,411.61042650131094,-846.3578560402184,-846.3578560402184,-846.3578560402184,0.0,0.0,0.0,1161.2935511120809
2016-01-14,1598.4309385728502,-1637.8774100204287,3614.4273725336534,1598.4309385728502,1598.4309385728502,-736.5279666914441,-736.5279666914441,-736.5279666914441,156.0358392077478,156.0358392077478,156.0358392077478,-892.5638058991921,-892.5638058991921,-892.5638058991921,0.0,0.0,0.0,861.9029718814061
2016-01-15,1599.2275912134712,-1676.686274124137,3757.032489241291,1599.2275912134712,1599.2275912134712,-467.2611825395684,-467.2611825395684,-467.2611825395684,419.7208184637712,419.7208184637712,419.7208184637712,-886.9820010033396,-886.9820010033396,-886.9820010033396,0.0,0.0,0.0,1131.9664086739028
2016-01-16,1600.0242438540918,-1935.7423759660562,3365.8285772004087,1600.0242438540918,1600.0242438540918,-850.539956400917,-850.539956400917,-850.539956400917,21.485158003525612,21.485158003525612,21.485158003525612,-872.0251144044428,-872.0251144044428,-872.0251144044428,0.0,0.0,0.0,749.4842874531747
2016-01-17,1600.8208964947125,-1695.749167055432,3569.222084318611,1600.8208964947125,1600.8208964947125,-645.0248233649903,-645.0248233649903,-645.0248233649903,203.64879672881386,203.64879672881386,203.64879672881386,-848.6736200938042,-848.6736200938042,-848.6736200938042,0.0,0.0,0.0,955.7960731297222
2016-01-21,1604.0075070571957,-1793.503522655465,3678.1445016361913,1604.0075070571957,1604.0075070571957,-540.5914346588987,-540.5914346588987,-540.5914346588987,156.03583920899763,156.03583920899763,156.03583920899763,-696.6272738678964,-696.6272738678964,-696.6272738678964,0.0,0.0,0.0,1063.4160723982968
2016-01-22,1604.8041596978162,-1206.5417337627866,4071.0466147669667,1604.8041596978162,1604.8041596978162,-231.5711693974068,-231.5711693974068,-231.5711693974068,419.7208184638213,419.7208184638213,419.7208184638213,-651.2919878612281,-651.2919878612281,-651.2919878612281,0.0,0.0,0.0,1373.2329903004095
2016-01-23,1605.6008123384368,-1690.6120045300906,3737.9445098771116,1605.6008123384368,1605.6008123384368,-584.6900824209716,-584.6900824209716,-584.6900824209716,21.485158004122294,21.485158004122294,21.485158004122294,-606.1752404250938,-606.1752404250938,-606.1752404250938,0.0,0.0,0.0,1020.9107299174651
2016-01-24,1606.3974649790578,-1603.9243303099013,4135.019330961578,1606.3974649790578,1606.3974649790578,-359.20599820703393,-359.20599820703393,-359.20599820703393,203.6487967295111,203.6487967295111,203.6487967295111,-562.8547949365451,-562.8547949365451,-562.8547949365451,0.0,0.0,0.0,1247.191466772024
2016-01-25,1607.1941176196783,-1179.946041165847,4254.232356080683,1607.1941176196783,1607.1941176196783,-111.23983798415759,-111.23983798415759,-111.23983798415759,411.61042650104247,411.61042650104247,411.61042650104247,-522.8502644852,-522.8502644852,-522.8502644852,0.0,0.0,0.0,1495.9542796355208
2016-01-28,1609.5840755415406,-1430.0471162063607,3951.691077120345,1609.5840755415406,1609.5840755415406,-280.2647037884236,-280.2647037884236,-280.2647037884236,156.03583920966642,156.03583920966642,156.03583920966642,-436.30054299809007,-436.30054299809007,-436.30054299809007,0.0,0.0,0.0,1329.3193717531171
2016-01-30,1611.177380822782,-1318.4749262227,4010.0022730749083,1611.177380822782,1611.177380822782,-395.7711124695085,-395.7711124695085,-395.7711124695085,21.485158004371566,21.485158004371566,21.485158004371566,-417.2562704738801,-417.2562704738801,-417.2562704738801,0.0,0.0,0.0,1215.4062683532734
2016-01-31,1611.9740334634025,-1216.7145576276316,4187.9949140300605,1611.9740334634025,1611.9740334634025,-217.84889959947466,-217.84889959947466,-217.84889959947466,203.64879672898496,203.64879672898496,203.64879672898496,-421.49769632845965,-421.49769632845965,-421.49769632845965,0.0,0.0,0.0,1394.1251338639279
2016-02-01,1612.7706861040235,-1330.5191657223222,4270.10676227912,1612.7706861040235,1612.7706861040235,-23.720938118826684,-23.720938118826684,-23.720938118826684,411.6104265015422,411.6104265015422,411.6104265015422,-435.33136462036884,-435.33136462036884,-435.33136462036884,0.0,0.0,0.0,1589.0497479851967
2016-02-02,1613.567338744644,-1894.5439764503005,3528.054129795133,1613.567338744644,1613.567338744644,-630.7883165216425,-630.7883165216425,-630.7883165216425,-172.0348848533377,-172.0348848533377,-172.0348848533377,-458.75343166830487,-458.75343166830487,-458.75343166830487,0.0,0.0,0.0,982.7790222230016
2016-02-03,1614.3639913852646,-2664.210368794525,2914.2611624140377,1614.3639913852646,1614.3639913852646,-1531.9696471919112,-1531.9696471919112,-1531.9696471919112,-1040.4661540524303,-1040.4661540524303,-1040.4661540524303,-491.503493139481,-491.503493139481,-491.503493139481,0.0,0.0,0.0,82.39434419335339
2016-02-04,1615.1606440258856,-1442.9799981722604,3801.6452646913885,1615.1606440258856,1615.1606440258856,-377.0328444081642,-377.0328444081642,-377.0328444081642,156.03583921033524,156.03583921033524,156.03583921033524,-533.0686836184994,-533.0686836184994,-533.0686836184994,0.0,0.0,0.0,1238.1277996177214
2016-02-05,1615.9572966665062,-1392.7331551472469,4330.465252369242,1615.9572966665062,1615.9572966665062,-162.97296730722869,-162.97296730722869,-162.97296730722869,419.72081846581057,419.72081846581057,419.72081846581057,-582.6937857730394,-582.6937857730394,-582.6937857730394,0.0,0.0,0.0,1452.9843293592776
2016-02-06,1616.753949307127,-1773.094210293094,3705.3116996126205,1616.753949307127,1616.753949307127,-617.9119826410551,-617.9119826410551,-617.9119826410551,21.48515800381845,21.48515800381845,21.48515800381845,-639.3971406448735,-639.3971406448735,-639.3971406448735,0.0,0.0,0.0,998.8419666660718
2016-02-07,1617.5506019477477,-1576.480731127696,3724.276899956193,1617.5506019477477,1617.5506019477477,-498.34321265084014,-498.34321265084014,-498.34321265084014,203.64879672857091,203.64879672857091,203.64879672857091,-701.992009379411,-701.992009379411,-701.992009379411,0.0,0.0,0.0,1119.2073892969076
2016-02-08,1618.3472545883685,-1313.5959947838396,3958.143092287434,1618.3472545883685,1618.3472545883685,-357.5024770047818,-357.5024770047818,-357.5024770047818,411.6104265011891,411.6104265011891,411.6104265011891,-769.1129035059708,-769.1129035059708,-769.1129035059708,0.0,0.0,0.0,1260.8447775835866
2016-02-09,1619.143907228989,-2126.2773658653427,3139.1800402887484,1619.143907228989,1619.143907228989,-1011.2811639005865,-1011.2811639005865,-1011.2811639005865,-172.03488485450066,-172.03488485450066,-172.03488485450066,-839.246279046086,-839.246279046086,-839.246279046086,0.0,0.0,0.0,607.8627433284025
2016-02-11,1620.7372125102306,-1884.4088210585248,3299.786823075794,1620.7372125102306,1620.7372125102306,-825.9291060971528,-825.9291060971528,-825.9291060971528,156.03583920879814,156.03583920879814,156.03583920879814,-981.9649453059509,-981.9649453059509,-981.9649453059509,0.0,0.0,0.0,794.8081064130778
2016-02-12,1621.5338651508512,-1753.1412024785939,3603.9314233122923,1621.5338651508512,1621.5338651508512,-631.3845384832194,-631.3845384832194,-631.3845384832194,419.7208184649002,419.7208184649002,419.7208184649002,-1051.1053569481196,-1051.1053569481196,-1051.1053569481196,0.0,0.0,0.0,990.1493266676317
2016-02-13,1622.3305177914722,-2362.9715036770554,3313.7401688276827,1622.3305177914722,1622.3305177914722,-1094.9627307503215,-1094.9627307503215,-1094.9627307503215,21.485158003265322,21.485158003265322,21.485158003265322,-1116.4478887535865,-1116.4478887535865,-1116.4478887535865,0.0,0.0,0.0,527.3677870411507
2016-02-14,1623.1271704320927,-2163.541419804409,3471.355765436467,1623.1271704320927,1623.1271704320927,-972.6487275721101,-972.6487275721101,-972.6487275721101,203.64879672815692,203.64879672815692,203.64879672815692,-1176.2975243002668,-1176.2975243002668,-1176.2975243002668,0.0,0.0,0.0,650.4784428599826
2016-02-15,1623.9238230727135,-1771.4879904185984,3519.8092258358943,1623.9238230727135,1623.9238230727135,-817.4315135257184,-817.4315135257184,-817.4315135257184,411.61042650083607,411.61042650083607,411.61042650083607,-1229.0419400265544,-1229.0419400265544,-1229.0419400265544,0.0,0.0,0.0,806.4923095469951
2016-02-16,1624.7204757133343,-2641.354917332288,2731.2533941491483,1624.7204757133343,1624.7204757133343,-1445.2240884859773,-1445.2240884859773,-1445.2240884859773,-172.03488485251506,-172.03488485251506,-172.03488485251506,-1273.1892036334625,-1273.1892036334625,-1273.1892036334625,0.0,0.0,0.0,179.496387227357
2016-02-19,1627.1104336351966,-2009.3667340559202,3498.5345225400347,1627.1104336351966,1627.1104336351966,-921.9240965327198,-921.9240965327198,-921.9240965327198,419.72081846495024,419.72081846495024,419.72081846495024,-1341.64491499767,-1341.64491499767,-1341.64491499767,0.0,0.0,0.0,705.1863371024768
2016-02-20,1627.907086275817,-2306.0173276749565,3116.4372881208665,1627.907086275817,1627.907086275817,-1318.5542079724964,-1318.5542079724964,-1318.5542079724964,21.485158003861905,21.485158003861905,21.485158003861905,-1340.0393659763583,-1340.0393659763583,-1340.0393659763583,0.0,0.0,0.0,309.3528783033205
2016-02-21,1628.800959603393,-2287.474078387171,3312.4439573697537,1628.800959603393,1628.800959603393,-1121.6226178253914,-1121.6226178253914,-1121.6226178253914,203.64879672763067,203.64879672763067,203.64879672763067,-1325.2714145530222,-1325.2714145530222,-1325.2714145530222,0.0,0.0,0.0,507.1783417780016
